"","SITEVISITIDREPDIVER","X.1","SITE","ISLAND","X","SITEVISITID","METHOD","OBS_YEAR","REGION","REGION_NAME","ANALYSIS_SEC","ANALYSIS_YEAR","ANALYSIS_STRATA","SEC_NAME","DATE_","REEF_ZONE","DEPTH_BIN","DEPTH_BIN_new","LATITUDE","LONGITUDE","DEPTH","HARD_CORAL","SOFT_CORAL","MA","CCA","TA","SAND","CYANO","OTHER_BENTHIC","ComplexityValue","MEAN_SH","SD_SH_DIFF","MAX_HEIGHT","nCounts","nReps","REP","DIVER","PISCIVORE","PLANKTIVORE","PRIMARY","SECONDARY","UNKNOWN","TotFish","ECOREGION","POP_STATUS","SITE_SLOPE_400m","REPLICATEID","PISCIVORE_SJs"
"637","2347AKSM",3539,"OLO-00203","Ofu & Olosega",646,2347,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefMid","Ofu & Olosega","10/03/2010","Forereef","Mid","Mid",-14.19178,-169.61617,11.5,33.75,0,4.25,41.25,18.25,2.5,NA,0,2,NA,NA,NA,4,2,"A","KSM",10.72928494,4.642940494,15.71626078,4.64770968,0,35.7361959,"Samoa Islands","P",11.53095274,"1845952135",10.7292849407738
"638","2347BEMD",3538,"OLO-00203","Ofu & Olosega",647,2347,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefMid","Ofu & Olosega","10/03/2010","Forereef","Mid","Mid",-14.19178,-169.61617,11.5,33.75,0,4.25,41.25,18.25,2.5,NA,0,2,NA,NA,NA,4,2,"B","EMD",1.071951063,1.264771231,19.6646724,11.11176029,0,33.11315498,"Samoa Islands","P",11.53095274,"1845952139",1.07195106266959
"639","2347BKSM",3537,"OLO-00203","Ofu & Olosega",645,2347,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefMid","Ofu & Olosega","10/03/2010","Forereef","Mid","Mid",-14.19178,-169.61617,11.5,33.75,0,4.25,41.25,18.25,2.5,NA,0,2,NA,NA,NA,4,2,"B","KSM",1.409803143,0.809245826,13.17152077,6.075674255,0,21.46624399,"Samoa Islands","P",11.53095274,"1845952137",1.40980314273747
"640","2348AEMD",3550,"OLO-00208","Ofu & Olosega",648,2348,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefDeep","Ofu & Olosega","10/03/2010","Forereef","Deep","Deep",-14.19292,-169.60652,21,30,0,25,35,10,0,NA,0,1.5,NA,NA,NA,2,1,"A","EMD",6.543833322,1.268783224,12.58365044,3.998485644,0,24.39475263,"Samoa Islands","P",5.285413932,"1845952136",6.54383332215518
"641","2348AKSM",3549,"OLO-00208","Ofu & Olosega",649,2348,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefDeep","Ofu & Olosega","10/03/2010","Forereef","Deep","Deep",-14.19292,-169.60652,21,30,0,25,35,10,0,NA,0,1.5,NA,NA,NA,2,1,"A","KSM",0.898186608,0.931958986,14.22301339,5.463308391,0,21.51646737,"Samoa Islands","P",5.285413932,"1845952140",0.898186608368707
"642","2351AEMD",3542,"OLO-00204","Ofu & Olosega",651,2351,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefMid","Ofu & Olosega","10/03/2010","Forereef","Mid","Mid",-14.18741,-169.62175,10.5,26.25,2.5,17.5,21.25,32.5,0,NA,0,1,NA,NA,NA,4,2,"A","EMD",0.973333146,4.340304599,15.79582455,2.576446089,0,23.68590838,"Samoa Islands","P",19.26865491,"1845952143",0.973333145722083
"643","2351AKSM",3541,"OLO-00204","Ofu & Olosega",653,2351,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefMid","Ofu & Olosega","10/03/2010","Forereef","Mid","Mid",-14.18741,-169.62175,10.5,26.25,2.5,17.5,21.25,32.5,0,NA,0,1,NA,NA,NA,4,2,"A","KSM",0.428547588,5.322853035,4.741457044,1.528640705,0,12.02149837,"Samoa Islands","P",19.26865491,"1845952147",0.428547587534063
"644","2351BEMD",3543,"OLO-00204","Ofu & Olosega",652,2351,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefMid","Ofu & Olosega","10/03/2010","Forereef","Mid","Mid",-14.18741,-169.62175,10.5,26.25,2.5,17.5,21.25,32.5,0,NA,0,1,NA,NA,NA,4,2,"B","EMD",0.535227965,3.001820448,8.30162334,0.984934345,0,12.8236061,"Samoa Islands","P",19.26865491,"1845952144",0.535227964707504
"645","2351BKSM",3544,"OLO-00204","Ofu & Olosega",650,2351,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefMid","Ofu & Olosega","10/03/2010","Forereef","Mid","Mid",-14.18741,-169.62175,10.5,26.25,2.5,17.5,21.25,32.5,0,NA,0,1,NA,NA,NA,4,2,"B","KSM",1.820589635,3.22857948,2.085640595,1.44611001,0,8.580919719,"Samoa Islands","P",19.26865491,"1845952148",1.82058963509545
"646","2352AEMD",3451,"OFU-00217","Ofu & Olosega",656,2352,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefShallow","Ofu & Olosega","10/03/2010","Forereef","Shallow","Shallow",-14.18578,-169.66231,6,11.25,0,7.5,52.5,28.75,0,NA,0,2,NA,NA,NA,4,2,"A","EMD",1.518453884,2.317451292,12.67915672,2.010349846,0,18.52541174,"Samoa Islands","P",8.072018579,"1845952141",1.51845388416059
"647","2352AKSM",3453,"OFU-00217","Ofu & Olosega",655,2352,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefShallow","Ofu & Olosega","10/03/2010","Forereef","Shallow","Shallow",-14.18578,-169.66231,6,11.25,0,7.5,52.5,28.75,0,NA,0,2,NA,NA,NA,4,2,"A","KSM",1.517048274,1.624158156,4.842026414,1.758173093,0,9.741405937,"Samoa Islands","P",8.072018579,"1845952145",1.51704827402165
"648","2352BEMD",3454,"OFU-00217","Ofu & Olosega",657,2352,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefShallow","Ofu & Olosega","10/03/2010","Forereef","Shallow","Shallow",-14.18578,-169.66231,6,11.25,0,7.5,52.5,28.75,0,NA,0,2,NA,NA,NA,4,2,"B","EMD",1.249592077,3.457861194,7.865845242,2.556323087,0,15.1296216,"Samoa Islands","P",8.072018579,"1845952142",1.24959207737422
"649","2352BKSM",3452,"OFU-00217","Ofu & Olosega",654,2352,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefShallow","Ofu & Olosega","10/03/2010","Forereef","Shallow","Shallow",-14.18578,-169.66231,6,11.25,0,7.5,52.5,28.75,0,NA,0,2,NA,NA,NA,4,2,"B","KSM",0.31274712,1.765391545,1.101952886,1.388016447,0,4.568107998,"Samoa Islands","P",8.072018579,"1845952146",0.312747120361744
"650","2357AEMD",3555,"OLO-00212","Ofu & Olosega",658,2357,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefDeep","Ofu & Olosega","11/03/2010","Forereef","Deep","Deep",-14.16196,-169.60632,24,42.5,0,12.5,35,10,0,NA,0,2.5,NA,NA,NA,2,1,"A","EMD",1.748300028,14.15649258,8.619633798,3.155121171,0,27.67954757,"Samoa Islands","P",6.651833288,"1845952159",1.74830002790574
"651","2357AKSM",3556,"OLO-00212","Ofu & Olosega",659,2357,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefDeep","Ofu & Olosega","11/03/2010","Forereef","Deep","Deep",-14.16196,-169.60632,24,42.5,0,12.5,35,10,0,NA,0,2.5,NA,NA,NA,2,1,"A","KSM",0.69238604,1.928094192,7.560187352,5.316573703,0,15.49724129,"Samoa Islands","P",6.651833288,"1845952149",0.692386040082808
"652","2358AEMD",3546,"OLO-00207","Ofu & Olosega",662,2358,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefMid","Ofu & Olosega","11/03/2010","Forereef","Mid","Mid",-14.15714,-169.60817,13.5,19.75,1.5,2.5,31.25,32.5,12.5,NA,0,1.25,NA,NA,NA,4,2,"A","EMD",3.63341597,3.654136405,27.09992472,4.625033013,0,39.01251011,"Samoa Islands","P",5.684527218,"1845952164",71.3557426974387
"653","2358AKSM",3547,"OLO-00207","Ofu & Olosega",660,2358,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefMid","Ofu & Olosega","11/03/2010","Forereef","Mid","Mid",-14.15714,-169.60817,13.5,19.75,1.5,2.5,31.25,32.5,12.5,NA,0,1.25,NA,NA,NA,4,2,"A","KSM",2.251044033,1.404222874,55.63479009,5.358093759,0,64.64815076,"Samoa Islands","P",5.684527218,"1845952153",2.25104403296682
"654","2358BEMD",3548,"OLO-00207","Ofu & Olosega",663,2358,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefMid","Ofu & Olosega","11/03/2010","Forereef","Mid","Mid",-14.15714,-169.60817,13.5,19.75,1.5,2.5,31.25,32.5,12.5,NA,0,1.25,NA,NA,NA,4,2,"B","EMD",1.575244231,12.97323508,22.3307371,4.37304831,0,41.25226471,"Samoa Islands","P",5.684527218,"1845952165",1.57524423097618
"655","2358BKSM",3545,"OLO-00207","Ofu & Olosega",661,2358,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefMid","Ofu & Olosega","11/03/2010","Forereef","Mid","Mid",-14.15714,-169.60817,13.5,19.75,1.5,2.5,31.25,32.5,12.5,NA,0,1.25,NA,NA,NA,4,2,"B","KSM",0.658860018,1.319615335,14.81879741,2.805871267,0,19.60314403,"Samoa Islands","P",5.684527218,"1845952158",0.658860017983126
"656","2359AEMD",3470,"OFU-00226","Ofu & Olosega",667,2359,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefMid","Ofu & Olosega","11/03/2010","Forereef","Mid","Shallow",-14.17399,-169.6817,9,37.5,1.25,1.25,40,20,0,NA,0,5,NA,NA,NA,4,2,"A","EMD",10.1217355,3.682602966,32.29579773,8.552319408,0,54.65245561,"Samoa Islands","P",8.702914244,"1845952170",10.1217355043137
"657","2359AKSM",3468,"OFU-00226","Ofu & Olosega",664,2359,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefMid","Ofu & Olosega","11/03/2010","Forereef","Mid","Shallow",-14.17399,-169.6817,9,37.5,1.25,1.25,40,20,0,NA,0,5,NA,NA,NA,4,2,"A","KSM",7.522098899,4.424131132,27.98723177,3.786464884,0,43.71992669,"Samoa Islands","P",8.702914244,"1845952173",7.5220988992434
"658","2359BEMD",3469,"OFU-00226","Ofu & Olosega",665,2359,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefMid","Ofu & Olosega","11/03/2010","Forereef","Mid","Shallow",-14.17399,-169.6817,9,37.5,1.25,1.25,40,20,0,NA,0,5,NA,NA,NA,4,2,"B","EMD",10.13346945,12.15319411,28.63310182,1.104256145,0,52.02402152,"Samoa Islands","P",8.702914244,"1845952171",10.1334694489815
"659","2359BKSM",3467,"OFU-00226","Ofu & Olosega",666,2359,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefMid","Ofu & Olosega","11/03/2010","Forereef","Mid","Shallow",-14.17399,-169.6817,9,37.5,1.25,1.25,40,20,0,NA,0,5,NA,NA,NA,4,2,"B","KSM",1.301255507,0.311527888,36.13516647,7.766668747,0,45.51461861,"Samoa Islands","P",8.702914244,"1845952175",1.30125550685132
"660","2360AEMD",3480,"OFU-00229","Ofu & Olosega",671,2360,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefShallow","Ofu & Olosega","11/03/2010","Forereef","Shallow","Shallow",-14.1796,-169.67923,4.5,25,0,0,45,27.5,2.5,NA,0,3,NA,NA,NA,4,2,"A","EMD",1.37228915,0.971889181,25.73055121,3.123252638,0,31.19798218,"Samoa Islands","P",8.416952667,"1845952167",1.37228914973681
"661","2360AKSM",3478,"OFU-00229","Ofu & Olosega",670,2360,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefShallow","Ofu & Olosega","11/03/2010","Forereef","Shallow","Shallow",-14.1796,-169.67923,4.5,25,0,0,45,27.5,2.5,NA,0,3,NA,NA,NA,4,2,"A","KSM",1.672671307,0.406418063,14.96987745,0.896933319,0,17.94590014,"Samoa Islands","P",8.416952667,"1845952176",1.67267130716052
"662","2360BEMD",3477,"OFU-00229","Ofu & Olosega",669,2360,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefShallow","Ofu & Olosega","11/03/2010","Forereef","Shallow","Shallow",-14.1796,-169.67923,4.5,25,0,0,45,27.5,2.5,NA,0,3,NA,NA,NA,4,2,"B","EMD",0.62825674,4.856552672,8.774027457,4.259532237,0,18.51836911,"Samoa Islands","P",8.416952667,"1845952169",0.628256740359625
"663","2360BKSM",3479,"OFU-00229","Ofu & Olosega",668,2360,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefShallow","Ofu & Olosega","11/03/2010","Forereef","Shallow","Shallow",-14.1796,-169.67923,4.5,25,0,0,45,27.5,2.5,NA,0,3,NA,NA,NA,4,2,"B","KSM",0.430098132,3.21916109,7.566075307,1.3537664,0,12.56910093,"Samoa Islands","P",8.416952667,"1845952177",0.430098131669999
"664","2361AEMD",3465,"OFU-00225","Ofu & Olosega",672,2361,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefShallow","Ofu & Olosega","11/03/2010","Forereef","Shallow","Shallow",-14.18359,-169.67668,6,37.5,0,0,50,12.5,0,NA,0,2,NA,NA,NA,2,1,"A","EMD",0.499118566,0.63308459,12.85926736,12.27148472,0,26.26295523,"Samoa Islands","P",7.855378018,"1845952150",0.49911856619409
"665","2361AKSM",3466,"OFU-00225","Ofu & Olosega",673,2361,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefShallow","Ofu & Olosega","11/03/2010","Forereef","Shallow","Shallow",-14.18359,-169.67668,6,37.5,0,0,50,12.5,0,NA,0,2,NA,NA,NA,2,1,"A","KSM",0.442435083,0.865619131,28.59904248,12.32594852,0,42.23304522,"Samoa Islands","P",7.855378018,"1845952178",0.442435082502857
"666","2362AMKM",3567,"OLO-00232","Ofu & Olosega",675,2362,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefDeep","Ofu & Olosega","11/03/2010","Forereef","Deep","Deep",-14.17801461,-169.628561,24,30,5,0,30,22.5,12.5,NA,0,3,NA,NA,NA,2,1,"A","MKM",3.174670889,0.220481848,21.51781516,2.925530645,0,27.83849854,"Samoa Islands","P",8.485374783,"1845952154",3.17467088927758
"667","2362APMA",3568,"OLO-00232","Ofu & Olosega",674,2362,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefDeep","Ofu & Olosega","11/03/2010","Forereef","Deep","Deep",-14.17801461,-169.628561,24,30,5,0,30,22.5,12.5,NA,0,3,NA,NA,NA,2,1,"A","PMA",9.139863359,0.439107623,19.30314265,7.815341653,0,36.69745528,"Samoa Islands","P",8.485374783,"1845952157",9.13986335869267
"668","2363AMKM",3566,"OLO-00223","Ofu & Olosega",679,2363,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefMid","Ofu & Olosega","11/03/2010","Forereef","Mid","Mid",-14.17554,-169.62782,10.5,21.25,0,0,28.75,23.75,26.25,NA,0,5.5,NA,NA,NA,4,2,"A","MKM",2.014567781,3.694327899,31.05386903,6.186908099,0,42.94967281,"Samoa Islands","P",9.473815524,"1845952151",2.01456778110289
"669","2363APMA",3563,"OLO-00223","Ofu & Olosega",676,2363,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefMid","Ofu & Olosega","11/03/2010","Forereef","Mid","Mid",-14.17554,-169.62782,10.5,21.25,0,0,28.75,23.75,26.25,NA,0,5.5,NA,NA,NA,4,2,"A","PMA",8.967005304,6.254734686,19.70042855,10.27583834,0,45.19800688,"Samoa Islands","P",9.473815524,"1845952162",8.96700530386311
"670","2363BMKM",3565,"OLO-00223","Ofu & Olosega",678,2363,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefMid","Ofu & Olosega","11/03/2010","Forereef","Mid","Mid",-14.17554,-169.62782,10.5,21.25,0,0,28.75,23.75,26.25,NA,0,5.5,NA,NA,NA,4,2,"B","MKM",4.675260803,0.143781924,15.46556583,5.991161794,0,26.27577035,"Samoa Islands","P",9.473815524,"1845952152",4.67526080334314
"671","2363BPMA",3564,"OLO-00223","Ofu & Olosega",677,2363,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefMid","Ofu & Olosega","11/03/2010","Forereef","Mid","Mid",-14.17554,-169.62782,10.5,21.25,0,0,28.75,23.75,26.25,NA,0,5.5,NA,NA,NA,4,2,"B","PMA",3.204841077,0.156589061,26.20867126,6.464937883,0,36.03503928,"Samoa Islands","P",9.473815524,"1845952163",3.20484107680343
"672","2364AMKM",3552,"OLO-00210","Ofu & Olosega",681,2364,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefShallow","Ofu & Olosega","11/03/2010","Forereef","Shallow","Shallow",-14.18729,-169.62186,4,8.75,0,0,61.25,29.5,0.5,NA,0,3.5,NA,NA,NA,4,2,"A","MKM",0.0474372,4.436591116,21.13371992,3.589296512,0,29.20704474,"Samoa Islands","P",19.49436685,"1845952160",0.0474372001199838
"673","2364APMA",3554,"OLO-00210","Ofu & Olosega",680,2364,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefShallow","Ofu & Olosega","11/03/2010","Forereef","Shallow","Shallow",-14.18729,-169.62186,4,8.75,0,0,61.25,29.5,0.5,NA,0,3.5,NA,NA,NA,4,2,"A","PMA",0.531963143,3.256441209,49.60505982,3.843475621,0,57.23693979,"Samoa Islands","P",19.49436685,"1845952166",0.531963142806777
"674","2364BMKM",3551,"OLO-00210","Ofu & Olosega",683,2364,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefShallow","Ofu & Olosega","11/03/2010","Forereef","Shallow","Shallow",-14.18729,-169.62186,4,8.75,0,0,61.25,29.5,0.5,NA,0,3.5,NA,NA,NA,4,2,"B","MKM",1.469694327,4.440575731,15.82530899,2.07413612,0,23.80971517,"Samoa Islands","P",19.49436685,"1845952161",1.4696943266316
"675","2364BPMA",3553,"OLO-00210","Ofu & Olosega",682,2364,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefShallow","Ofu & Olosega","11/03/2010","Forereef","Shallow","Shallow",-14.18729,-169.62186,4,8.75,0,0,61.25,29.5,0.5,NA,0,3.5,NA,NA,NA,4,2,"B","PMA",0,2.114062224,22.94053384,5.045817261,0,30.10041333,"Samoa Islands","P",19.49436685,"1845952168",0
"676","2365AMKM",3441,"OFU-00206","Ofu & Olosega",687,2365,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefShallow","Ofu & Olosega","11/03/2010","Forereef","Shallow","Shallow",-14.1879,-169.66806,4,11.25,0,0,53.75,35,0,NA,0,1.5,NA,NA,NA,4,2,"A","MKM",2.856787536,0.159609853,18.57188601,2.335511676,0,23.92379507,"Samoa Islands","P",10.52311249,"1845952155",2.85678753551312
"677","2365APMA",3440,"OFU-00206","Ofu & Olosega",686,2365,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefShallow","Ofu & Olosega","11/03/2010","Forereef","Shallow","Shallow",-14.1879,-169.66806,4,11.25,0,0,53.75,35,0,NA,0,1.5,NA,NA,NA,4,2,"A","PMA",0.394633265,0.857371447,5.506058322,1.998513004,0,8.756576038,"Samoa Islands","P",10.52311249,"1845952172",0.394633265390266
"678","2365BMKM",3439,"OFU-00206","Ofu & Olosega",685,2365,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefShallow","Ofu & Olosega","11/03/2010","Forereef","Shallow","Shallow",-14.1879,-169.66806,4,11.25,0,0,53.75,35,0,NA,0,1.5,NA,NA,NA,4,2,"B","MKM",0.81730794,0.529097957,6.642857287,2.520787375,0,10.51005056,"Samoa Islands","P",10.52311249,"1845952156",0.817307939838725
"679","2365BPMA",3442,"OFU-00206","Ofu & Olosega",684,2365,"nSPC",2010,"SAMOA","American Samoa","Ofu & Olosega","2010","ForereefShallow","Ofu & Olosega","11/03/2010","Forereef","Shallow","Shallow",-14.1879,-169.66806,4,11.25,0,0,53.75,35,0,NA,0,1.5,NA,NA,NA,4,2,"B","PMA",0.789266531,3.854921841,9.442413649,2.518255972,0,16.60485799,"Samoa Islands","P",10.52311249,"1845952174",0.789266530780532
"680","2368AKSM",4857,"TAU-00241","Tau",689,2368,"nSPC",2010,"SAMOA","American Samoa","Tau","2010","ForereefDeep","TAU_OPEN","12/03/2010","Forereef","Deep","Deep",-14.24702,-169.50575,22,40,0,4,15,20,21,NA,0,2.5,NA,NA,NA,2,1,"A","KSM",2.22561609,0.662290998,3.521676915,6.49724044,0,12.90682444,"Samoa Islands","P",7.966134044,"1845952204",2.22561609025554
"681","2368AMKM",4856,"TAU-00241","Tau",688,2368,"nSPC",2010,"SAMOA","American Samoa","Tau","2010","ForereefDeep","TAU_OPEN","12/03/2010","Forereef","Deep","Deep",-14.24702,-169.50575,22,40,0,4,15,20,21,NA,0,2.5,NA,NA,NA,2,1,"A","MKM",10.37170718,16.93333133,26.7243904,8.314395309,0,62.34382422,"Samoa Islands","P",7.966134044,"1845952180",10.3717071779907
"682","2369AKSM",4858,"TAU-00242","Tau",690,2369,"nSPC",2010,"SAMOA","American Samoa","Tau","2010","ForereefDeep","TAU_OPEN","12/03/2010","Forereef","Deep","Deep",-14.23598,-169.51753,21,22.5,0,7.5,30,40,0,NA,0,2,NA,NA,NA,2,1,"A","KSM",5.618272175,7.334073014,14.06662218,51.29856137,0,78.31752874,"Samoa Islands","P",21.33020923,"1845952203",5.61827217485141
"683","2369AMKM",4859,"TAU-00242","Tau",691,2369,"nSPC",2010,"SAMOA","American Samoa","Tau","2010","ForereefDeep","TAU_OPEN","12/03/2010","Forereef","Deep","Deep",-14.23598,-169.51753,21,22.5,0,7.5,30,40,0,NA,0,2,NA,NA,NA,2,1,"A","MKM",10.69952563,4.524347051,13.33003784,2.612579347,0,31.16648987,"Samoa Islands","P",21.33020923,"1845952179",10.6995256310517
"684","2370AKSM",4866,"TAU-00431","Tau",692,2370,"nSPC",2010,"SAMOA","American Samoa","Tau","2010","ForereefMid","TAU_OPEN","12/03/2010","Forereef","Mid","Mid",-14.23053,-169.51933,14,7.5,0,7.5,7.5,60,17.5,NA,0,1,NA,NA,NA,4,2,"A","KSM",0.722738954,2.597655048,6.684282771,6.041156411,0,16.04583318,"Samoa Islands","P",19.72714167,"1845952185",0.72273895413678
"685","2370AMKM",4868,"TAU-00431","Tau",693,2370,"nSPC",2010,"SAMOA","American Samoa","Tau","2010","ForereefMid","TAU_OPEN","12/03/2010","Forereef","Mid","Mid",-14.23053,-169.51933,14,7.5,0,7.5,7.5,60,17.5,NA,0,1,NA,NA,NA,4,2,"A","MKM",2.321202716,6.378532149,8.801988427,1.978259869,0,19.47998316,"Samoa Islands","P",19.72714167,"1845952181",2.3212027164707
"686","2370BKSM",4869,"TAU-00431","Tau",694,2370,"nSPC",2010,"SAMOA","American Samoa","Tau","2010","ForereefMid","TAU_OPEN","12/03/2010","Forereef","Mid","Mid",-14.23053,-169.51933,14,7.5,0,7.5,7.5,60,17.5,NA,0,1,NA,NA,NA,4,2,"B","KSM",2.292017377,2.158443748,2.536221466,1.172140927,0,8.158823519,"Samoa Islands","P",19.72714167,"1845952186",2.29201737737584
"687","2370BMKM",4867,"TAU-00431","Tau",695,2370,"nSPC",2010,"SAMOA","American Samoa","Tau","2010","ForereefMid","TAU_OPEN","12/03/2010","Forereef","Mid","Mid",-14.23053,-169.51933,14,7.5,0,7.5,7.5,60,17.5,NA,0,1,NA,NA,NA,4,2,"B","MKM",1.036210802,3.56514419,4.590091053,1.873100191,0,11.06454624,"Samoa Islands","P",19.72714167,"1845952182",1.03621080162803
"688","2371AKSM",4862,"TAU-00246","Tau",699,2371,"nSPC",2010,"SAMOA","American Samoa","Tau","2010","ForereefShallow","TAU_OPEN","12/03/2010","Forereef","Shallow","Shallow",-14.24369,-169.50818,4,15,0,2.5,32.5,50,0,NA,0,2,NA,NA,NA,4,2,"A","KSM",0.1897488,1.582346058,2.163411618,1.468072556,0,5.403579032,"Samoa Islands","P",12.54647252,"1845952188",0.189748800479935
"689","2371AMKM",4865,"TAU-00246","Tau",696,2371,"nSPC",2010,"SAMOA","American Samoa","Tau","2010","ForereefShallow","TAU_OPEN","12/03/2010","Forereef","Shallow","Shallow",-14.24369,-169.50818,4,15,0,2.5,32.5,50,0,NA,0,2,NA,NA,NA,4,2,"A","MKM",0.549956971,0.903272961,3.536508765,3.450290264,0,8.440028961,"Samoa Islands","P",12.54647252,"1845952183",0.549956970825156
"690","2371BKSM",4864,"TAU-00246","Tau",698,2371,"nSPC",2010,"SAMOA","American Samoa","Tau","2010","ForereefShallow","TAU_OPEN","12/03/2010","Forereef","Shallow","Shallow",-14.24369,-169.50818,4,15,0,2.5,32.5,50,0,NA,0,2,NA,NA,NA,4,2,"B","KSM",0.437168172,1.74159625,0.642303594,0.953787796,0,3.774855812,"Samoa Islands","P",12.54647252,"1845952202",0.437168172229038
"691","2371BMKM",4863,"TAU-00246","Tau",697,2371,"nSPC",2010,"SAMOA","American Samoa","Tau","2010","ForereefShallow","TAU_OPEN","12/03/2010","Forereef","Shallow","Shallow",-14.24369,-169.50818,4,15,0,2.5,32.5,50,0,NA,0,2,NA,NA,NA,4,2,"B","MKM",0.789266531,3.686548913,6.494424379,2.813699478,0,13.7839393,"Samoa Islands","P",12.54647252,"1845952184",0.789266530780532
"692","2373AEMD",4835,"TAU-00219","Tau",700,2373,"nSPC",2010,"SAMOA","American Samoa","Tau","2010","ForereefDeep","TAU_OPEN","12/03/2010","Forereef","Deep","Deep",-14.21402,-169.4904,23,20,2.5,3,20,32,22.5,NA,0,1.5,NA,NA,NA,2,1,"A","EMD",0.928403835,0.857917737,3.714687221,2.257333721,0,7.758342513,"Samoa Islands","P",6.936664177,"1845952194",3.7627198964166
"693","2373APMA",4834,"TAU-00219","Tau",701,2373,"nSPC",2010,"SAMOA","American Samoa","Tau","2010","ForereefDeep","TAU_OPEN","12/03/2010","Forereef","Deep","Deep",-14.21402,-169.4904,23,20,2.5,3,20,32,22.5,NA,0,1.5,NA,NA,NA,2,1,"A","PMA",4.578730788,1.431014307,26.54674275,5.955394262,0,38.51188211,"Samoa Islands","P",6.936664177,"1845952187",4.57873078834626
"694","2374AEMD",4822,"TAU-00214","Tau",705,2374,"nSPC",2010,"SAMOA","American Samoa","Tau","2010","ForereefMid","TAU_OPEN","12/03/2010","Forereef","Mid","Mid",-14.2137,-169.4785,15,26.25,2.5,2.5,21.25,21.25,26.25,NA,0,2.75,NA,NA,NA,4,2,"A","EMD",3.09564263,5.750042357,30.99827486,9.84298919,0,49.68694903,"Samoa Islands","P",8.123432357,"1845952190",3.09564263002944
"695","2374APMA",4823,"TAU-00214","Tau",702,2374,"nSPC",2010,"SAMOA","American Samoa","Tau","2010","ForereefMid","TAU_OPEN","12/03/2010","Forereef","Mid","Mid",-14.2137,-169.4785,15,26.25,2.5,2.5,21.25,21.25,26.25,NA,0,2.75,NA,NA,NA,4,2,"A","PMA",8.058877853,3.596076627,35.41964099,6.727751466,0,53.80234694,"Samoa Islands","P",8.123432357,"1845952189",8.05887785284456
